BIRTHDAY GIRL DAISY,K,3,0,
RED STANDARD 8,K,0,0,
GREEN STANDARD 8,K,0,0,
CUCUMBER,K,6,3,
BLUE ROYALE,K,4,0,
BLUE TURBO YOSHI,K,8,4,
ORANGE TURBO YOSHI,K,0,0,
PINK TURBO YOSHI,K,0,0,
FLAME FLYER,K,5,0,
BARREL TRAIN,K,6,0,1
DK JUMBO,K,4,1,
CHROME DK JUMBO,K,1,0,
KOOPA CLOWN,K,6,3,
DARK CLOWN,K,4,1,
PARA-WING,K,4,0,
TURBO BIRDO,K,4,0,
LIGHT-BLUE TURBO BIRDO,K,7,3,
BOLT BUGGY,K,2,0,
RAMBI RIDER,K,1,0,
BLUE TURBO BIRDO,K,1,0,
ORANGE TURBO BIRDO,K,0,0,
B DASHER,K,3,0,
BLACK B DASHER,K,3,0,
YELLOW TAXI,K,0,0,
QUICKSHAW,K,0,0,
KABUKI DASHER,K,0,0,
CIRCUIT SPECIAL,K,4,0,
BLACK CIRCUIT,K,2,0,
BUMBLE V,K,1,0,
QUEEN BEE,K,0,0,
TRICKSTER,K,0,0,
GHOST RIDE,K,0,0,
MACHARON,K,4,0,
CARROT KART,K,1,0,
CHEERMELLOW,K,1,0,
WILD WING,K,4,0,
RADISH RIDER,K,0,0,
WILDFIRE FLYER,K,3,0,
RIBBON RIDER,K,0,0,
DOUBLE-DECKER,K,1,0,
SWIFT JACK,K,0,0,
RED B DASHER,K,4,0,
JINGLE BELLS,K,0,0,
PLATINUM TAXI,K,2,0,
GLAM BRUISER,K,0,0,
GILDED PRANCER,K,1,0,
ICE-BLUE POLTERGUST,K,0,0,
P-WING,K,3,0,
APPLE KART,K,3,0,
COMET TAIL,K,0,0,
BRIGHT BUNNY,K,0,0,
DOZER DASHER,K,2,0,
CLANKY KART,K,0,0,
WILD BLACK,K,0,0,
KARP KART,K,0,0,
PRANCER,K,0,0,
ROSE QUEEN,K,1,0,
GREEN APPLE KART,K,3,0,
CHOCO MACHARON,K,2,0,
GOLD EGG,K,2,0,
SWEET DAYTRIPPER,K,0,0,
RED TAXI,K,0,0,
PINK WING,K,1,0,
HAPPY RIDE,K,0,0,
BLUE SODA,K,1,0,
CLACKETY KART,K,0,0,
GOLD CLANKY KART,K,4,0,
FESTIVAL GIRL,K,0,0,
BLACK KABUKI DASHER,K,0,0,
8-BIT PIPE FRAME,K,0,0,
GOLD PIPE FRAME,K,3,0,
SURF SAILER,K,0,0,
STAR-SPANGLED FLYER,K,0,0,
GREEN CIRCUIT,K,3,0,
SPORTS COUPE,K,3,0,
PUMPKIN KART,K,0,0,
DARK TRICKSTER,K,0,0,
SUNSET CLOUD,K,2,0,
STEEL DRIVER,K,2,0,
HOLIDAY KING,K,1,0,
GOLD SNOW SKIMMER,K,2,0,
DREAMY EGG,K,0,0,
FAST FRANK,K,0,0,
IRON CUCUMBER,K,0,0,
CAT CRUISER,K,2,0,
WILD PINK,K,2,0,
ROSE TAXI,K,2,0,
B DASHER MK. 2,K,0,0,
DECAL STREAMLINER,K,0,0,
ORANGE STREAMLINER,K,0,0,
WHITE TURBO YOSHI,K,3,1,
SAKURA QUICKSHAW,K,1,0,
JET CRUISER,K,1,0,
INFERNO FLYER,K,0,0,
RAMBI RUNNER,K,0,0,
PINK DOZER,K,3,0,
GRAND BADWAGON,K,2,1,
PAINTSTER,K,0,0,
LIME TEA COUPE,K,0,0,
SUNNY SURF SAILER,K,1,0,
PINCH HITTER,K,0,0,
CLEANUP HITTER,K,0,0,
ICE DOZER,K,0,0,
GREEN DOUBLE-DECKER,K,1,0,
BLACK CAT CRUISER,K,6,2,
RED B DASHER MK. 2,K,0,0,
PINK B DASHER MK. 2,K,0,0,
CLASSIC B DASHER MK. 2,K,0,0,
SKY-BLUE B DASHER MK. 2,K,0,0,
METAL B DASHER MK. 2,K,0,0,
CREAM B DASHER MK. 2,K,0,0,
GREEN B DASHER MK. 2,K,1,0,
TANOOKI KART,K,0,0,
GOLD PUMPKIN KART,K,0,0,
LUNAR CRUISER,K,0,0,
SLEIGH RIDER,K,0,0,
WHITE SNOW SKIMMER,K,1,0,
FROSTY BELLS,K,0,0,
FROST WING,K,0,0,
GRAY CAT CRUISER,K,6,2,
SPORTS COUPE 2022,K,0,0,
ROARING RACER,K,0,0,
JUKEBOX BUGGY,K,1,0,
SNEEKER,K,2,0,
GREEN LIGHTNING,K,1,0,
CUPID'S ARROW,K,0,0,
WILD SLUGGER,K,1,0,
PROP KART,K,1,0,
MAGMA BROOM,K,0,0,
STAR BROOM,K,0,0,
YELLOW 8-BIT PIPE FRAME,K,0,0,
WARRIOR WAGON,K,0,0,
ARMORED RIDER,K,0,0,
BLACK TURBO YOSHI,K,2,0,
GOLD BUNNY,K,1,0,
FLOWER KART,K,0,0,
DRAGONFLY,K,0,0,
FIREFLY,K,2,0,
DAIKON ROCKET,K,0,0,
CAPSULE KART,K,0,0,
BLUE-GREEN CAPSULE KART,K,0,0,
WHITE BRUISER,K,1,0,
COCONUT 1,K,0,0,
PINK CAPSULE KART,K,0,0,
CREAM CAT CRUISER,K,1,0,
GREEN CAT CRUISER,K,0,0,
GOO-GOO BUGGY,K,0,0,
GOO-GOO PINK,K,0,0,
GOLD KIDDIE KART,K,1,0,
SWEET RIDE,K,0,0,
WHITE FAST FRANK,K,0,0,
TUK-TUK KART,K,0,0,
TROPICAL TRUCK,K,8,2,
GOLD ZUCCHINI,K,0,0,
LIGHTNING STREAMLINER,K,0,0,
FLOWERY BADWAGON,K,1,0,
CORAL JET CRUISER,K,0,0,
WATERMELON KART,K,2,0,
ICE-CREAM MINIBUS,K,1,0,
CHOCOLATE BANANA MINIBUS,K,1,0,
STRAWBERRY SOFT SWERVE,K,1,0,
SHIELDED SPEEDSTER,K,0,0,
GOLD STANDARD,K,1,0,
GOLD DOUBLE-DECKER,K,0,0,
BLACK CARRIAGE,K,0,0,
GREEN SPEEDER,K,2,0,
FLAMING SPEEDER,K,0,0,
GOLD SWEET RIDE,K,1,0,
STREETLE,K,0,0,
BLUE SPEEDER,K,0,0,
SWIFT TALON,K,0,0,
GOLD EAGLE,K,1,0,
BLAZING EAGLE,K,0,0,
CAMO TANOOKI KART,K,0,0,
GOLD RAMBI RIDER,K,1,0,
MOO MOO OFFROADER,K,0,0,
PINK SPEEDER,K,0,0,
PINK SNEEKER,K,0,0,
GOLD JINGLE BELL,K,1,0,
HOLIDAY SPEEDER,K,0,0,
WILD GOLD,K,1,0,
RAINBOW TAXI,K,1,0,
BLOOPER SHUTTLE,K,0,0,
GOLD LUNAR CRUISER,K,1,0,
GOLD QUICKSHAW,K,1,0,
PINEAPPLE 1,K,0,0,
HOT POT HOT ROD,K,0,0,
BADWAGON,K,3,0,
BLUE BADWAGON,K,0,0,
GOLD TRAIN,K,5,0,
BRUISER,K,4,0,
SNOW SKIMMER,K,0,0,
OFFROADER,K,6,2,
BANANA MASTER,K,2,0,
POISON APPLE KART,K,3,0,
CHEEP SNORKEL,K,0,0,
GOLD CHEEP SNORKEL,K,2,0,
GOLD CHEEP CHARGER,K,2,0,
DARK BUGGY,K,0,0,
KOOPA KING,K,5,0,
BROWN OFFROADER,K,0,0,
CACT-X,K,1,0,
PIRATE SUSHI RACER,K,0,0,
SILVER BULLET BLASTER,K,1,0,
HEAD HONCHO,K,4,2,
DK MAXIMUM,K,0,0,
SUSHI RACER,K,2,0,
GILDED KING,K,0,0,
CRAWLY KART,K,1,0,
BLACK DOZER,K,1,0,
PARTY-WING,K,0,0,
PENGUIN SLIDER,K,0,0,
BLACK PENGUIN SLIDER,K,0,0,
CACT-ICE,K,3,0,
BLACK TURBO BIRDO,K,6,2,3
PURPLE BUNNY,K,0,0,
JADE HOP ROD,K,1,0,
CRIMSON HOP ROD,K,0,0,
DARK HOP ROD,K,2,0,
KAMEK'S ZOOM BROOM,K,3,0,
SILVER KING,K,0,0,
VAMPIRE FLYER,K,6,2,
RED CRAWLY KART,K,0,0,
YELLOW OFFROADER,K,1,0,
CACT-R,K,0,0,
CHEERSHIP,K,0,0,
CANDY CLOWN,K,0,0,
TIGER BRUISER,K,0,0,
COMBO CRUISER,K,0,0,
SAKURA HOP ROD,K,0,0,
WHITE TURBO BIRDO,K,0,0,
GREEN-YELLOW CAPSULE KART,K,1,0,
PIRANHA PIPES,K,8,3,
RED OFFROADER,K,1,0,
GOO-GOO BLACK,K,0,0,
CACT-B,K,0,0,
GOLD BULLET BLASTER,K,0,0,
RED VAMPIRE FLYER,K,1,0,
GOLD TRICKSTER,K,1,0,
GOLD BRUISER,K,1,0,
BLACK SNEEKER,K,2,0,
PURPLE DOZER,K,0,0,
BLUE CRAWLY KART,K,0,0,
SUPER GLIDER,G,8,0,
PARACHUTE,G,7,1,
PARAFOIL,G,7,2,
PAPER GLIDER,G,8,3,
DROPLET GLIDER,G,7,0,
BBIA PARAFOIL,G,7,1,
MINION PAPER GLIDER,G,7,1,
PISTON GLIDER,G,6,0,
PIRANHA PLANT PARAFOIL,G,8,3,
PEACH PARASOL,G,7,0,
FLOWER GLIDER,G,7,3,
OILPAPER UMBRELLA,G,8,3,
LIGHTNING OILPAPER,G,8,3,
PINK FLOWER GLIDER,G,6,2,
8-BIT JUMPING MARIO,G,7,2,
? BLOCK,G,5,1,
PLAID RIBBON,G,2,0,
EGGSHELL GLIDER,G,5,0,
8-BIT JUMPING LUIGI,G,3,0,1
MUSHROOM GLIDER,G,5,0,
BOB-OMB PARAFOIL,G,7,0,8
SHELL PARACHUTE,G,7,0,
WARIO WING,G,6,1,
WALUIGI WING,G,6,0,
BANANA PARAFOIL,G,7,3,
BLUE FLOWER GLIDER,G,4,0,
GOLD GLIDER,G,6,1,
FARE FLIER,G,0,0,
PURPLE OILPAPER UMBRELLA,G,0,0,
FULL FLIGHT,G,0,0,
STRAWBERRY CREPE,G,2,0,
LE TRICOLORE,G,0,0,
STARCHUTE,G,4,0,
ROYAL PARACHUTE,G,0,0,
GLITTER GLIDER,G,0,0,
SOARING JACK,G,1,0,
GIFT GLIDER,G,1,0,
NEW YEAR'S 2020,G,0,0,
NEW YEAR'S KITE,G,0,0,
FIREWORKS PARACHUTE,G,0,0,
CRIMSON CRANE,G,3,0,
BLIZZARD PARASOL,G,1,0,
BLIZZARD BALLOONS,G,5,0,
SWEETHEART GLIDER,G,0,0,
HEART BALLOONS,G,3,0,
LUMA PARAFOIL,G,0,0,
RAINBOW STARCHUTE,G,0,0,
BRIGHT GLIDER,G,0,0,
SAFETY GLIDER,G,0,0,
DAISY GLIDER,G,3,0,
PINK GOLD PAPER GLIDER,G,2,0,
BUTTERFLY SUNSET,G,3,0,
CHOCOLATE DONUT,G,0,0,
GOLD CRANE,G,3,1,
CHOCOLATE BANANA CREPE,G,1,0,
STRAWBERRY DONUT,G,6,2,
SILVER BELLS,G,3,0,
SILVER-AND-GOLD HEARTS,G,2,0,
MANTA GLIDER,G,3,0,
TREASURE MAP,G,0,0,
BUTTERFLY WINGS,G,1,0,
GREAT SAIL,G,3,0,
FESTIVAL WINGS,G,0,0,
8-BIT STAR,G,1,0,
SUPER MARIO KART GLIDER,G,0,0,
STAR-SPANGLED GLIDER,G,1,0,
SPIDER GLIDER,G,0,0,
SUNSET BALLOONS,G,3,0,
JOLLY BELLS,G,0,0,
SILVER STARCHUTE,G,6,1,
BUTTERFLY PRISM,G,1,0,
PLANET GLIDER,G,1,0,
NEW YEAR'S 2021,G,0,0,
GOLD NEW YEAR'S KITE,G,2,0,
TOE-BEAN BALLOONS,G,0,0,
CALICO PARAFOIL,G,0,0,
BLACK GREAT SAIL,G,3,1,
SILVER MANTA GLIDER,G,1,0,
ROSE PARASOL,G,0,0,
SNOW CRYSTALS,G,2,0,
8-BIT FIRE FLOWER,G,6,1,
SURF MASTER,G,2,0,
STARRY GREAT SAIL,G,6,2,
BLACK TOE-BEAN BALLOONS,G,2,0,
8-BIT BULLET BILL,G,1,0,
GLINTING GLIDER,G,0,0,
FLYING EASEL,G,1,0,
SUNNY SURF MASTER,G,0,0,
POLKA-DOT MANTA GLIDER,G,1,0,
HOME-FIELD GLIDER,G,0,0,
GOLD HOME-FIELD GLIDER,G,2,0,
SPRINGTIME CRANE,G,2,0,
YUKATA RIBBON,G,0,0,
SILVER SURF MASTER,G,1,0,
SHIP'S WHEEL,G,3,0,
TANOOKI PARAFOIL,G,0,0,
GOLD TANOOKI PARAFOIL,G,2,0,
MAGIC PARASOL,G,0,0,
8-BIT SUPER MUSHROOM,G,0,0,
METEOR BALLOONS,G,0,0,
PINK GOLD METEORS,G,0,0,
GALAXY GLIDER,G,1,0,
CANDLELIGHT FLIGHT,G,1,0,
GOLD PENGUIN WINGTIP,G,1,0,
AURORA BALLOONS,G,6,2,
NEW YEAR'S 2022,G,0,0,
BLACK CAT PARAFOIL,G,1,0,
CAT PARAFOIL,G,1,0,
GOLD TOE-BEAN BALLOONS,G,1,0,
GLITTERING PARASOL,G,8,3,
LUIGI PARAFOIL,G,0,0,
SKY-HIGH FLYER,G,6,2,
RECORD SETTER,G,1,0,
MARIO'S MUSTACHE,G,0,0,
LUIGI'S MUSTACHE,G,0,0,
ORIGAMI GLIDER,G,0,0,
SAKURA ORIGAMI GLIDER,G,0,0,
GOLD EGGSHELL GLIDER,G,0,0,
GREEN SPROUT,G,0,0,
MAGNIFLYING GLASS,G,0,0,
FLYBRARY BOOK,G,0,0,
PINK MAGNIFLYING GLASS,G,0,0,
CREAM TOE-BEAN BALLOONS,G,0,0,
GREEN CAT PARAFOIL,G,0,0,
CANDLELIGHT FLIGHT CAKE,G,0,0,
PRETZEL GLIDER,G,0,0,
TULIP CORSAGE,G,0,0,
RED AND GOLD UMBRELLA,G,1,0,
8-BIT 1-UP MUSHROOM,G,0,0,
TROPICAL BALLOONS,G,0,0,
FIRE MANTA GLIDER,G,0,0,
MINT & BERRY BALLOONS,G,1,0,
VANILLA & CHOCOLATE BALLOONS,G,1,0,
ICY MARIO'S MUSTACHE,G,0,0,
FLYING FLAPPERS,G,0,0,
SILVER LUIGI'S MUSTACHE,G,0,0,
MARIO'S HAT BALLOON,G,0,0,
LUIGI'S HAT BALLOON,G,0,0,
GOLD CLOUD BALLOONS,G,0,0,
WHITE WAVES ORIGAMI GLIDER,G,0,0,
CHOCOLATE PRETZEL,G,1,0,
PARA-PANINI,G,0,0,
SILVER CANDLELIGHT FLIGHT,G,0,0,
AUTUMN LEAVES,G,0,0,
CALICO TOE-BEAN BALLOONS,G,0,0,
WONDERFUL GARNET,G,0,0,
FESTIVE HOLLY,G,0,0,
YELLOW HARD HAT BALLOON,G,0,0,
FUZZY KITE,G,1,0,
GOLD HARD HAT BALLOON,G,0,0,
NEW YEAR'S 2023,G,0,0,
GOLD METEORS,G,1,0,
RAINBOW FARE FLIER,G,0,0,
STEALTH GLIDER,G,0,0,
GOLD UMBRELLA,G,1,0,
WONDERFUL DIAMOND,G,0,0,
GOLD CANDLELIGHT FLIGHT,G,0,0,
SWOOPER,G,6,1,
BULLET BILL PARACHUTE,G,3,0,
CLOUD GLIDER,G,5,0,
RAINY BALLOONS,G,4,0,
WICKED WINGS,G,3,0,
GOLD SWOOPER,G,1,0,
BANANA WINGTIP,G,2,0,
TROPICAL GLIDER,G,6,1,
DRAGON WINGS,G,2,0,
BLOOPER WINGTIP,G,1,0,
NABBIT OILPAPER UMBRELLA,G,0,0,
CHEEP CHEEP MASKS,G,4,0,
DRY BOWSER UMBRELLA,G,6,2,1
PENGUIN WINGTIP,G,0,0,
BRIGHT BALLOONS,G,0,0,
NINJA SCROLL,G,0,0,
DREAM GLIDER,G,2,0,
VAMPIRE WINGS,G,1,0,
GOLDEN WINGS,G,1,0,
WARIO'S MUSTACHE,G,0,0,
WALUIGI'S MUSTACHE,G,0,0,
WONDERFUL WINGS,G,2,0,
WICKED TOPAZ,G,1,0,
PIRANHA PLANT BALLOONS,G,8,3,
SECRET SCROLL,G,0,0,
LAVA ROCKS,G,1,0,
BLACK STARCHUTE,G,1,0,
BOO MASKS,G,0,0,
BABY MARIO HANAFUDA,G,0,0,
YOSHI'S EGG HANAFUDA,G,0,0,
PEACH HANAFUDA,G,0,0,
BARREL HANAFUDA,G,0,0,
BLOOPER HANAFUDA,G,1,0,
CAPE MARIO HANAFUDA,G,1,0,
BULLET BILL HANAFUDA,G,1,0,
BOO HANAFUDA,G,1,0,
PIRANHA PLANT HANAFUDA,G,0,0,
GOOMBA HANAFUDA,G,0,0,
JUMPING MARIO HANAFUDA,G,0,0,
BOWSER HANAFUDA,G,0,0,
